T/1	SERVOIX/3			SERVOSPEED/3			
1949	0	0	0	0.75	0.00	0.00	
1950	0	0	0	0.75	0.00	0.00	
1951	0	0	0	0.75	0.00	0.00	
1952	0	0	0	1.00	0.00	0.00	
1953	0	0	0	1.00	0.00	0.00	
1954	0	0	0	1.00	0.00	0.00	
1955	0	0	0	1.00	0.00	0.00	
1956	0	0	0	1.00	0.00	0.00	
1957	0	0	0	1.00	0.00	0.00	
1958	0	0	0	1.00	0.00	0.00	
1959	0	0	0	1.00	0.00	0.00	
1960	0	0	0	1.00	0.00	0.00	
1961	0	0	0	1.00	0.00	0.00	
1962	0	0	0	0.00	0.25	0.00	
1963	1	0	0	0.00	0.25	0.00	
1964	1	0	0	0.00	0.25	0.00	
1965	1	0	0	0.00	0.25	0.00	
1966	1	0	0	0.00	0.25	0.00	
1967	1	0	0	0.00	0.25	0.00	
1968	1	0	0	0.00	0.25	0.00	
1969	1	0	0	0.00	0.25	0.00	
1970	1	0	0	0.00	0.25	0.00	
1971	1	0	0	0.00	0.25	0.00	
1972	1	0	0	0.00	0.50	0.00	
1973	1	0	0	0.00	0.50	0.00	
1974	1	0	0	0.00	0.50	0.00	
1975	1	0	0	0.00	0.50	0.00	
1976	1	0	0	0.00	0.50	0.00	
1977	1	0	0	0.00	0.50	0.00	
1978	1	0	0	0.00	0.50	0.00	
1979	1	0	0	0.00	0.50	0.00	
1980	1	0	0	0.00	0.50	0.00	
1981	1	0	0	0.00	0.50	0.00	
1982	1	0	0	0.00	0.75	0.00	
1983	1	0	0	0.00	0.75	0.00	
1984	1	0	0	0.00	0.75	0.00	
1985	1	0	0	0.00	0.75	0.00	
1986	1	0	0	0.00	0.75	0.00	
1987	1	0	0	0.00	0.75	0.00	
1988	1	0	0	0.00	0.75	0.00	
1989	1	0	0	0.00	0.75	0.00	
1990	1	0	0	0.00	0.75	0.00	
1991	1	0	0	0.00	0.75	0.00	
1992	1	0	0	0.00	1.00	0.00	
1993	1	0	0	0.00	1.00	0.00	
1994	1	0	0	0.00	1.00	0.00	
1995	1	0	0	0.00	1.00	0.00	
1996	1	0	0	0.00	1.00	0.00	
1997	1	0	0	0.00	1.00	0.00	
1998	1	0	0	0.00	1.00	0.00	
1999	1	0	0	0.00	1.00	0.00	
2000	1	0	0	0.00	1.00	0.00	
2001	1	0	0	0.00	1.00	0.00	
2002	1	0	0	0.00	0.00	0.25	
2003	2	0	0	0.00	0.00	0.25	
2004	2	0	0	0.00	0.00	0.25	
2005	2	0	0	0.00	0.00	0.25	
2006	2	0	0	0.00	0.00	0.25	
2007	2	0	0	0.00	0.00	0.25	
2008	2	0	0	0.00	0.00	0.25	
2009	2	0	0	0.00	0.00	0.25	
2010	2	0	0	0.00	0.00	0.25	
2011	2	0	0	0.00	0.00	0.25	
2012	2	0	0	0.00	0.00	0.50	
2013	2	0	0	0.00	0.00	0.50	
2014	2	0	0	0.00	0.00	0.50	
2015	2	0	0	0.00	0.00	0.50	
2016	2	0	0	0.00	0.00	0.50	
2017	2	0	0	0.00	0.00	0.50	
2018	2	0	0	0.00	0.00	0.50	
2019	2	0	0	0.00	0.00	0.50	
2020	2	0	0	0.00	0.00	0.50	
2021	2	0	0	0.00	0.00	0.50	
2022	2	0	0	0.00	0.00	0.75	
2023	2	0	0	0.00	0.00	0.75	
2024	2	0	0	0.00	0.00	0.75	
2025	2	0	0	0.00	0.00	0.75	
2026	2	0	0	0.00	0.00	0.75	
2027	2	0	0	0.00	0.00	0.75	
2028	2	0	0	0.00	0.00	0.75	
2029	2	0	0	0.00	0.00	0.75	
2030	2	0	0	0.00	0.00	0.75	
2031	2	0	0	0.00	0.00	0.75	
2032	2	0	0	0.00	0.00	1.00	
2033	2	0	0	0.00	0.00	1.00	
2034	2	0	0	0.00	0.00	1.00	
2035	2	0	0	0.00	0.00	1.00	
2036	2	0	0	0.00	0.00	1.00	
2037	2	0	0	0.00	0.00	1.00	
2038	2	0	0	0.00	0.00	1.00	
2039	2	0	0	0.00	0.00	1.00	
2040	2	0	0	0.00	0.00	1.00	
2041	2	0	0	0.00	0.00	1.00	
2042	2	0	0	0.25	0.00	0.00	
2043	0	0	0	0.25	0.00	0.00	
2044	0	0	0	0.25	0.00	0.00	
2045	0	0	0	0.25	0.00	0.00	
2046	0	0	0	0.25	0.00	0.00	
2047	0	0	0	0.25	0.00	0.00	
2048	0	0	0	0.25	0.00	0.00	
2049	0	0	0	0.25	0.00	0.00	
2050	0	0	0	0.25	0.00	0.00	
2051	0	0	0	0.25	0.00	0.00	
2052	0	0	0	0.50	0.00	0.00	
2053	0	0	0	0.50	0.00	0.00	
2054	0	0	0	0.50	0.00	0.00	
2055	0	0	0	0.50	0.00	0.00	
2056	0	0	0	0.50	0.00	0.00	
2057	0	0	0	0.50	0.00	0.00	
2058	0	0	0	0.50	0.00	0.00	
2059	0	0	0	0.50	0.00	0.00	
2060	0	0	0	0.50	0.00	0.00	
2061	0	0	0	0.50	0.00	0.00	
2062	0	0	0	0.75	0.00	0.00	
2063	0	0	0	0.75	0.00	0.00	
2064	0	0	0	0.75	0.00	0.00	
2065	0	0	0	0.75	0.00	0.00	
2066	0	0	0	0.75	0.00	0.00	
2067	0	0	0	0.75	0.00	0.00	
2068	0	0	0	0.75	0.00	0.00	
2069	0	0	0	0.75	0.00	0.00	
2070	0	0	0	0.75	0.00	0.00	
2071	0	0	0	0.75	0.00	0.00	
2072	0	0	0	1.00	0.00	0.00	
2073	0	0	0	1.00	0.00	0.00	
2074	0	0	0	1.00	0.00	0.00	
2075	0	0	0	1.00	0.00	0.00	
2076	0	0	0	1.00	0.00	0.00	
2077	0	0	0	1.00	0.00	0.00	
2078	0	0	0	1.00	0.00	0.00	
2079	0	0	0	1.00	0.00	0.00	
2080	0	0	0	1.00	0.00	0.00	
2081	0	0	0	1.00	0.00	0.00	
2082	0	0	0	0.00	0.25	0.00	
2083	1	0	0	0.00	0.25	0.00	
2084	1	0	0	0.00	0.25	0.00	
2085	1	0	0	0.00	0.25	0.00	
2086	1	0	0	0.00	0.25	0.00	
2087	1	0	0	0.00	0.25	0.00	
2088	1	0	0	0.00	0.25	0.00	
2089	1	0	0	0.00	0.25	0.00	
2090	1	0	0	0.00	0.25	0.00	
2091	1	0	0	0.00	0.25	0.00	
2092	1	0	0	0.00	0.50	0.00	
2093	1	0	0	0.00	0.50	0.00	
2094	1	0	0	0.00	0.50	0.00	
2095	1	0	0	0.00	0.50	0.00	
2096	1	0	0	0.00	0.50	0.00	
2097	1	0	0	0.00	0.50	0.00	
2098	1	0	0	0.00	0.50	0.00	
2099	1	0	0	0.00	0.50	0.00	
2100	1	0	0	0.00	0.50	0.00	
2101	1	0	0	0.00	0.50	0.00	
2102	1	0	0	0.00	0.75	0.00	
2103	1	0	0	0.00	0.75	0.00	
2104	1	0	0	0.00	0.75	0.00	
2105	1	0	0	0.00	0.75	0.00	
2106	1	0	0	0.00	0.75	0.00	
2107	1	0	0	0.00	0.75	0.00	
2108	1	0	0	0.00	0.75	0.00	
2109	1	0	0	0.00	0.75	0.00	
2110	1	0	0	0.00	0.75	0.00	
2111	1	0	0	0.00	0.75	0.00	
2112	1	0	0	0.00	1.00	0.00	
2113	1	0	0	0.00	1.00	0.00	
2114	1	0	0	0.00	1.00	0.00	
2115	1	0	0	0.00	1.00	0.00	
2116	1	0	0	0.00	1.00	0.00	
2117	1	0	0	0.00	1.00	0.00	
2118	1	0	0	0.00	1.00	0.00	
2119	1	0	0	0.00	1.00	0.00	
2120	1	0	0	0.00	1.00	0.00	
2121	1	0	0	0.00	1.00	0.00	
2122	1	0	0	0.00	0.00	0.25	
2123	2	0	0	0.00	0.00	0.25	
2124	2	0	0	0.00	0.00	0.25	
2125	2	0	0	0.00	0.00	0.25	
2126	2	0	0	0.00	0.00	0.25	
2127	2	0	0	0.00	0.00	0.25	
2128	2	0	0	0.00	0.00	0.25	
2129	2	0	0	0.00	0.00	0.25	
2130	2	0	0	0.00	0.00	0.25	
2131	2	0	0	0.00	0.00	0.25	
2132	2	0	0	0.00	0.00	0.50	
2133	2	0	0	0.00	0.00	0.50	
2134	2	0	0	0.00	0.00	0.50	
2135	2	0	0	0.00	0.00	0.50	
2136	2	0	0	0.00	0.00	0.50	
2137	2	0	0	0.00	0.00	0.50	
2138	2	0	0	0.00	0.00	0.50	
2139	2	0	0	0.00	0.00	0.50	
2140	2	0	0	0.00	0.00	0.50	
2141	2	0	0	0.00	0.00	0.50	
2142	2	0	0	0.00	0.00	0.75	
2143	2	0	0	0.00	0.00	0.75	
2144	2	0	0	0.00	0.00	0.75	
2145	2	0	0	0.00	0.00	0.75	
2146	2	0	0	0.00	0.00	0.75	
2147	2	0	0	0.00	0.00	0.75	
2148	2	0	0	0.00	0.00	0.75	
2149	2	0	0	0.00	0.00	0.75	
2150	2	0	0	0.00	0.00	0.75	
2151	2	0	0	0.00	0.00	0.75	
2152	2	0	0	0.00	0.00	1.00	
2153	2	0	0	0.00	0.00	1.00	
2154	2	0	0	0.00	0.00	1.00	
2155	2	0	0	0.00	0.00	1.00	
2156	2	0	0	0.00	0.00	1.00	
2157	2	0	0	0.00	0.00	1.00	
2158	2	0	0	0.00	0.00	1.00	
2159	2	0	0	0.00	0.00	1.00	
2160	2	0	0	0.00	0.00	1.00	
2161	2	0	0	0.00	0.00	1.00	
2162	2	0	0	0.25	0.00	0.00	
2163	0	0	0	0.25	0.00	0.00	
2164	0	0	0	0.25	0.00	0.00	
2165	0	0	0	0.25	0.00	0.00	
2166	0	0	0	0.25	0.00	0.00	
2167	0	0	0	0.25	0.00	0.00	
2168	0	0	0	0.25	0.00	0.00	
2169	0	0	0	0.25	0.00	0.00	
2170	0	0	0	0.25	0.00	0.00	
2171	0	0	0	0.25	0.00	0.00	
2172	0	0	0	0.50	0.00	0.00	
2173	0	0	0	0.50	0.00	0.00	
2174	0	0	0	0.50	0.00	0.00	
2175	0	0	0	0.50	0.00	0.00	
2176	0	0	0	0.50	0.00	0.00	
2177	0	0	0	0.50	0.00	0.00	
2178	0	0	0	0.50	0.00	0.00	
2179	0	0	0	0.50	0.00	0.00	
2180	0	0	0	0.50	0.00	0.00	
2181	0	0	0	0.50	0.00	0.00	
2182	0	0	0	0.75	0.00	0.00	
2183	0	0	0	0.75	0.00	0.00	
2184	0	0	0	0.75	0.00	0.00	
2185	0	0	0	0.75	0.00	0.00	
2186	0	0	0	0.75	0.00	0.00	
2187	0	0	0	0.75	0.00	0.00	
2188	0	0	0	0.75	0.00	0.00	
2189	0	0	0	0.75	0.00	0.00	
2190	0	0	0	0.75	0.00	0.00	
2191	0	0	0	0.75	0.00	0.00	
2192	0	0	0	1.00	0.00	0.00	
2193	0	0	0	1.00	0.00	0.00	
2194	0	0	0	1.00	0.00	0.00	
2195	0	0	0	1.00	0.00	0.00	
2196	0	0	0	1.00	0.00	0.00	
2197	0	0	0	1.00	0.00	0.00	
2198	0	0	0	1.00	0.00	0.00	
2199	0	0	0	1.00	0.00	0.00	
2200	0	0	0	1.00	0.00	0.00	
2201	0	0	0	1.00	0.00	0.00	
2202	0	0	0	0.00	0.25	0.00	
2203	1	0	0	0.00	0.25	0.00	
2204	1	0	0	0.00	0.25	0.00	
2205	1	0	0	0.00	0.25	0.00	
2206	1	0	0	0.00	0.25	0.00	
2207	1	0	0	0.00	0.25	0.00	
2208	1	0	0	0.00	0.25	0.00	
2209	1	0	0	0.00	0.25	0.00	
2210	1	0	0	0.00	0.25	0.00	
2211	1	0	0	0.00	0.25	0.00	
2212	1	0	0	0.00	0.50	0.00	
2213	1	0	0	0.00	0.50	0.00	
2214	1	0	0	0.00	0.50	0.00	
2215	1	0	0	0.00	0.50	0.00	
2216	1	0	0	0.00	0.50	0.00	
2217	1	0	0	0.00	0.50	0.00	
2218	1	0	0	0.00	0.50	0.00	
2219	1	0	0	0.00	0.50	0.00	
2220	1	0	0	0.00	0.50	0.00	
2221	1	0	0	0.00	0.50	0.00	
2222	1	0	0	0.00	0.75	0.00	
2223	1	0	0	0.00	0.75	0.00	
2224	1	0	0	0.00	0.75	0.00	
2225	1	0	0	0.00	0.75	0.00	
2226	1	0	0	0.00	0.75	0.00	
2227	1	0	0	0.00	0.75	0.00	
2228	1	0	0	0.00	0.75	0.00	
2229	1	0	0	0.00	0.75	0.00	
2230	1	0	0	0.00	0.75	0.00	
2231	1	0	0	0.00	0.75	0.00	
2232	1	0	0	0.00	1.00	0.00	
2233	1	0	0	0.00	1.00	0.00	
2234	1	0	0	0.00	1.00	0.00	
2235	1	0	0	0.00	1.00	0.00	
2236	1	0	0	0.00	1.00	0.00	
2237	1	0	0	0.00	1.00	0.00	
2238	1	0	0	0.00	1.00	0.00	
2239	1	0	0	0.00	1.00	0.00	
2240	1	0	0	0.00	1.00	0.00	
2241	1	0	0	0.00	1.00	0.00	
2242	1	0	0	0.00	0.00	0.25	
2243	2	0	0	0.00	0.00	0.25	
2244	2	0	0	0.00	0.00	0.25	
2245	2	0	0	0.00	0.00	0.25	
2246	2	0	0	0.00	0.00	0.25	
2247	2	0	0	0.00	0.00	0.25	
2248	2	0	0	0.00	0.00	0.25	
2249	2	0	0	0.00	0.00	0.25	
2250	2	0	0	0.00	0.00	0.25	
2251	2	0	0	0.00	0.00	0.25	
2252	2	0	0	0.00	0.00	0.50	
2253	2	0	0	0.00	0.00	0.50	
2254	2	0	0	0.00	0.00	0.50	
2255	2	0	0	0.00	0.00	0.50	
2256	2	0	0	0.00	0.00	0.50	
2257	2	0	0	0.00	0.00	0.50	
2258	2	0	0	0.00	0.00	0.50	
2259	2	0	0	0.00	0.00	0.50	
2260	2	0	0	0.00	0.00	0.50	
2261	2	0	0	0.00	0.00	0.50	
2262	2	0	0	0.00	0.00	0.75	
2263	2	0	0	0.00	0.00	0.75	
2264	2	0	0	0.00	0.00	0.75	
2265	2	0	0	0.00	0.00	0.75	
2266	2	0	0	0.00	0.00	0.75	
2267	2	0	0	0.00	0.00	0.75	
2268	2	0	0	0.00	0.00	0.75	
2269	2	0	0	0.00	0.00	0.75	
2270	2	0	0	0.00	0.00	0.75	
2271	2	0	0	0.00	0.00	0.75	
2272	2	0	0	0.00	0.00	1.00	
2273	2	0	0	0.00	0.00	1.00	
2274	2	0	0	0.00	0.00	1.00	
2275	2	0	0	0.00	0.00	1.00	
2276	2	0	0	0.00	0.00	1.00	
2277	2	0	0	0.00	0.00	1.00	
2278	2	0	0	0.00	0.00	1.00	
2279	2	0	0	0.00	0.00	1.00	
2280	2	0	0	0.00	0.00	1.00	
2281	2	0	0	0.00	0.00	1.00	
2282	2	0	0	0.25	0.00	0.00	
2283	0	0	0	0.25	0.00	0.00	
2284	0	0	0	0.25	0.00	0.00	
2285	0	0	0	0.25	0.00	0.00	
2286	0	0	0	0.25	0.00	0.00	
2287	0	0	0	0.25	0.00	0.00	
2288	0	0	0	0.25	0.00	0.00	
2289	0	0	0	0.25	0.00	0.00	
2290	0	0	0	0.25	0.00	0.00	
2291	0	0	0	0.25	0.00	0.00	
2292	0	0	0	0.50	0.00	0.00	
2293	0	0	0	0.50	0.00	0.00	
2294	0	0	0	0.50	0.00	0.00	
2295	0	0	0	0.50	0.00	0.00	
2296	0	0	0	0.50	0.00	0.00	
2297	0	0	0	0.50	0.00	0.00	
2298	0	0	0	0.50	0.00	0.00	
2299	0	0	0	0.50	0.00	0.00	
2300	0	0	0	0.50	0.00	0.00	
2301	0	0	0	0.50	0.00	0.00	
2302	0	0	0	0.75	0.00	0.00	
2303	0	0	0	0.75	0.00	0.00	
2304	0	0	0	0.75	0.00	0.00	
2305	0	0	0	0.75	0.00	0.00	
2306	0	0	0	0.75	0.00	0.00	
2307	0	0	0	0.75	0.00	0.00	
2308	0	0	0	0.75	0.00	0.00	
2309	0	0	0	0.75	0.00	0.00	
2310	0	0	0	0.75	0.00	0.00	
2311	0	0	0	0.75	0.00	0.00	
2312	0	0	0	1.00	0.00	0.00	
2313	0	0	0	1.00	0.00	0.00	
2314	0	0	0	1.00	0.00	0.00	
2315	0	0	0	1.00	0.00	0.00	
2316	0	0	0	1.00	0.00	0.00	
2317	0	0	0	1.00	0.00	0.00	
2318	0	0	0	1.00	0.00	0.00	
2319	0	0	0	1.00	0.00	0.00	
2320	0	0	0	1.00	0.00	0.00	
2321	0	0	0	1.00	0.00	0.00	
2322	0	0	0	0.00	0.25	0.00	
2323	1	0	0	0.00	0.25	0.00	
2324	1	0	0	0.00	0.25	0.00	
2325	1	0	0	0.00	0.25	0.00	
2326	1	0	0	0.00	0.25	0.00	
2327	1	0	0	0.00	0.25	0.00	
2328	1	0	0	0.00	0.25	0.00	
2329	1	0	0	0.00	0.25	0.00	
2330	1	0	0	0.00	0.25	0.00	
2331	1	0	0	0.00	0.25	0.00	
2332	1	0	0	0.00	0.50	0.00	
2333	1	0	0	0.00	0.50	0.00	
2334	1	0	0	0.00	0.50	0.00	
2335	1	0	0	0.00	0.50	0.00	
2336	1	0	0	0.00	0.50	0.00	
2337	1	0	0	0.00	0.50	0.00	
2338	1	0	0	0.00	0.50	0.00	
2339	1	0	0	0.00	0.50	0.00	
2340	1	0	0	0.00	0.50	0.00	
2341	1	0	0	0.00	0.50	0.00	
2342	1	0	0	0.00	0.75	0.00	
2343	1	0	0	0.00	0.75	0.00	
2344	1	0	0	0.00	0.75	0.00	
2345	1	0	0	0.00	0.75	0.00	
2346	1	0	0	0.00	0.75	0.00	
2347	1	0	0	0.00	0.75	0.00	
2348	1	0	0	0.00	0.75	0.00	
2349	1	0	0	0.00	0.75	0.00	
2350	1	0	0	0.00	0.75	0.00	
2351	1	0	0	0.00	0.75	0.00	
2352	1	0	0	0.00	1.00	0.00	
2353	1	0	0	0.00	1.00	0.00	
2354	1	0	0	0.00	1.00	0.00	
2355	1	0	0	0.00	1.00	0.00	
2356	1	0	0	0.00	1.00	0.00	
2357	1	0	0	0.00	1.00	0.00	
2358	1	0	0	0.00	1.00	0.00	
2359	1	0	0	0.00	1.00	0.00	
2360	1	0	0	0.00	1.00	0.00	
2361	1	0	0	0.00	1.00	0.00	
2362	1	0	0	0.00	0.00	0.25	
2363	2	0	0	0.00	0.00	0.25	
2364	2	0	0	0.00	0.00	0.25	
2365	2	0	0	0.00	0.00	0.25	
2366	2	0	0	0.00	0.00	0.25	
2367	2	0	0	0.00	0.00	0.25	
2368	2	0	0	0.00	0.00	0.25	
2369	2	0	0	0.00	0.00	0.25	
2370	2	0	0	0.00	0.00	0.25	
2371	2	0	0	0.00	0.00	0.25	
2372	2	0	0	0.00	0.00	0.50	
2373	2	0	0	0.00	0.00	0.50	
2374	2	0	0	0.00	0.00	0.50	
2375	2	0	0	0.00	0.00	0.50	
2376	2	0	0	0.00	0.00	0.50	
2377	2	0	0	0.00	0.00	0.50	
2378	2	0	0	0.00	0.00	0.50	
2379	2	0	0	0.00	0.00	0.50	
2380	2	0	0	0.00	0.00	0.50	
2381	2	0	0	0.00	0.00	0.50	
2382	2	0	0	0.00	0.00	0.75	
2383	2	0	0	0.00	0.00	0.75	
2384	2	0	0	0.00	0.00	0.75	
2385	2	0	0	0.00	0.00	0.75	
2386	2	0	0	0.00	0.00	0.75	
2387	2	0	0	0.00	0.00	0.75	
2388	2	0	0	0.00	0.00	0.75	
2389	2	0	0	0.00	0.00	0.75	
2390	2	0	0	0.00	0.00	0.75	
2391	2	0	0	0.00	0.00	0.75	
2392	2	0	0	0.00	0.00	1.00	
2393	2	0	0	0.00	0.00	1.00	
2394	2	0	0	0.00	0.00	1.00	
2395	2	0	0	0.00	0.00	1.00	
2396	2	0	0	0.00	0.00	1.00	
2397	2	0	0	0.00	0.00	1.00	
2398	2	0	0	0.00	0.00	1.00	
2399	2	0	0	0.00	0.00	1.00	
2400	2	0	0	0.00	0.00	1.00	
2401	2	0	0	0.00	0.00	1.00	
2402	2	0	0	0.25	0.00	0.00	
2403	0	0	0	0.25	0.00	0.00	
2404	0	0	0	0.25	0.00	0.00	
2405	0	0	0	0.25	0.00	0.00	
2406	0	0	0	0.25	0.00	0.00	
2407	0	0	0	0.25	0.00	0.00	
2408	0	0	0	0.25	0.00	0.00	
2409	0	0	0	0.25	0.00	0.00	
2410	0	0	0	0.25	0.00	0.00	
2411	0	0	0	0.25	0.00	0.00	
2412	0	0	0	0.50	0.00	0.00	
2413	0	0	0	0.50	0.00	0.00	
2414	0	0	0	0.50	0.00	0.00	
2415	0	0	0	0.50	0.00	0.00	
2416	0	0	0	0.50	0.00	0.00	
2417	0	0	0	0.50	0.00	0.00	
2418	0	0	0	0.50	0.00	0.00	
2419	0	0	0	0.50	0.00	0.00	
2420	0	0	0	0.50	0.00	0.00	
2421	0	0	0	0.50	0.00	0.00	
2422	0	0	0	0.75	0.00	0.00	
2423	0	0	0	0.75	0.00	0.00	
2424	0	0	0	0.75	0.00	0.00	
2425	0	0	0	0.75	0.00	0.00	
2426	0	0	0	0.75	0.00	0.00	
2427	0	0	0	0.75	0.00	0.00	
2428	0	0	0	0.75	0.00	0.00	
2429	0	0	0	0.75	0.00	0.00	
2430	0	0	0	0.75	0.00	0.00	
2431	0	0	0	0.75	0.00	0.00	
2432	0	0	0	1.00	0.00	0.00	
2433	0	0	0	1.00	0.00	0.00	
2434	0	0	0	1.00	0.00	0.00	
2435	0	0	0	1.00	0.00	0.00	
2436	0	0	0	1.00	0.00	0.00	
2437	0	0	0	1.00	0.00	0.00	
2438	0	0	0	1.00	0.00	0.00	
2439	0	0	0	1.00	0.00	0.00	
2440	0	0	0	1.00	0.00	0.00	
2441	0	0	0	1.00	0.00	0.00	
2442	0	0	0	0.00	0.25	0.00	
2443	1	0	0	0.00	0.25	0.00	
2444	1	0	0	0.00	0.25	0.00	
2445	1	0	0	0.00	0.25	0.00	
2446	1	0	0	0.00	0.25	0.00	
2447	1	0	0	0.00	0.25	0.00	
2448	1	0	0	0.00	0.25	0.00	
2449	1	0	0	0.00	0.25	0.00	
2450	1	0	0	0.00	0.25	0.00	
2451	1	0	0	0.00	0.25	0.00	
2452	1	0	0	0.00	0.50	0.00	
2453	1	0	0	0.00	0.50	0.00	
2454	1	0	0	0.00	0.50	0.00	
2455	1	0	0	0.00	0.50	0.00	
2456	1	0	0	0.00	0.50	0.00	
2457	1	0	0	0.00	0.50	0.00	
2458	1	0	0	0.00	0.50	0.00	
2459	1	0	0	0.00	0.50	0.00	
2460	1	0	0	0.00	0.50	0.00	
2461	1	0	0	0.00	0.50	0.00	
2462	1	0	0	0.00	0.75	0.00	
2463	1	0	0	0.00	0.75	0.00	
2464	1	0	0	0.00	0.75	0.00	
2465	1	0	0	0.00	0.75	0.00	
2466	1	0	0	0.00	0.75	0.00	
2467	1	0	0	0.00	0.75	0.00	
2468	1	0	0	0.00	0.75	0.00	
2469	1	0	0	0.00	0.75	0.00	
2470	1	0	0	0.00	0.75	0.00	
2471	1	0	0	0.00	0.75	0.00	
2472	1	0	0	0.00	1.00	0.00	
2473	1	0	0	0.00	1.00	0.00	
2474	1	0	0	0.00	1.00	0.00	
2475	1	0	0	0.00	1.00	0.00	
2476	1	0	0	0.00	1.00	0.00	
2477	1	0	0	0.00	1.00	0.00	
2478	1	0	0	0.00	1.00	0.00	
2479	1	0	0	0.00	1.00	0.00	
2480	1	0	0	0.00	1.00	0.00	
2481	1	0	0	0.00	1.00	0.00	
2482	1	0	0	0.00	0.00	0.25	
2483	2	0	0	0.00	0.00	0.25	
2484	2	0	0	0.00	0.00	0.25	
2485	2	0	0	0.00	0.00	0.25	
2486	2	0	0	0.00	0.00	0.25	
2487	2	0	0	0.00	0.00	0.25	
2488	2	0	0	0.00	0.00	0.25	
2489	2	0	0	0.00	0.00	0.25	
2490	2	0	0	0.00	0.00	0.25	
2491	2	0	0	0.00	0.00	0.25	
2492	2	0	0	0.00	0.00	0.50	
2493	2	0	0	0.00	0.00	0.50	
2494	2	0	0	0.00	0.00	0.50	
2495	2	0	0	0.00	0.00	0.50	
2496	2	0	0	0.00	0.00	0.50	
2497	2	0	0	0.00	0.00	0.50	
2498	2	0	0	0.00	0.00	0.50	
2499	2	0	0	0.00	0.00	0.50	
2500	2	0	0	0.00	0.00	0.50	
2501	2	0	0	0.00	0.00	0.50	
2502	2	0	0	0.00	0.00	0.75	
2503	2	0	0	0.00	0.00	0.75	
2504	2	0	0	0.00	0.00	0.75	
2505	2	0	0	0.00	0.00	0.75	
2506	2	0	0	0.00	0.00	0.75	
2507	2	0	0	0.00	0.00	0.75	
2508	2	0	0	0.00	0.00	0.75	
2509	2	0	0	0.00	0.00	0.75	
2510	2	0	0	0.00	0.00	0.75	
2511	2	0	0	0.00	0.00	0.75	
2512	2	0	0	0.00	0.00	1.00	
2513	2	0	0	0.00	0.00	1.00	
2514	2	0	0	0.00	0.00	1.00	
2515	2	0	0	0.00	0.00	1.00	
2516	2	0	0	0.00	0.00	1.00	
2517	2	0	0	0.00	0.00	1.00	
2518	2	0	0	0.00	0.00	1.00	
2519	2	0	0	0.00	0.00	1.00	
2520	2	0	0	0.00	0.00	1.00	
2521	2	0	0	0.00	0.00	1.00	
2522	2	0	0	0.25	0.00	0.00	
2523	0	0	0	0.25	0.00	0.00	
2524	0	0	0	0.25	0.00	0.00	
2525	0	0	0	0.25	0.00	0.00	
2526	0	0	0	0.25	0.00	0.00	
2527	0	0	0	0.25	0.00	0.00	
2528	0	0	0	0.25	0.00	0.00	
2529	0	0	0	0.25	0.00	0.00	
2530	0	0	0	0.25	0.00	0.00	
2531	0	0	0	0.25	0.00	0.00	
2532	0	0	0	0.50	0.00	0.00	
2533	0	0	0	0.50	0.00	0.00	
2534	0	0	0	0.50	0.00	0.00	
2535	0	0	0	0.50	0.00	0.00	
2536	0	0	0	0.50	0.00	0.00	
2537	0	0	0	0.50	0.00	0.00	
2538	0	0	0	0.50	0.00	0.00	
2539	0	0	0	0.50	0.00	0.00	
2540	0	0	0	0.50	0.00	0.00	
2541	0	0	0	0.50	0.00	0.00	
2542	0	0	0	0.75	0.00	0.00	
2543	0	0	0	0.75	0.00	0.00	
2544	0	0	0	0.75	0.00	0.00	
2545	0	0	0	0.75	0.00	0.00	
2546	0	0	0	0.75	0.00	0.00	
2547	0	0	0	0.75	0.00	0.00	
2548	0	0	0	0.75	0.00	0.00	
2549	0	0	0	0.75	0.00	0.00	
2550	0	0	0	0.75	0.00	0.00	
2551	0	0	0	0.75	0.00	0.00	
2552	0	0	0	1.00	0.00	0.00	
2553	0	0	0	1.00	0.00	0.00	
2554	0	0	0	1.00	0.00	0.00	
2555	0	0	0	1.00	0.00	0.00	
2556	0	0	0	1.00	0.00	0.00	
2557	0	0	0	1.00	0.00	0.00	
2558	0	0	0	1.00	0.00	0.00	
2559	0	0	0	1.00	0.00	0.00	
2560	0	0	0	1.00	0.00	0.00	
2561	0	0	0	1.00	0.00	0.00	
2562	0	0	0	0.00	0.25	0.00	
2563	1	0	0	0.00	0.25	0.00	
2564	1	0	0	0.00	0.25	0.00	
2565	1	0	0	0.00	0.25	0.00	
2566	1	0	0	0.00	0.25	0.00	
2567	1	0	0	0.00	0.25	0.00	
2568	1	0	0	0.00	0.25	0.00	
2569	1	0	0	0.00	0.25	0.00	
2570	1	0	0	0.00	0.25	0.00	
2571	1	0	0	0.00	0.25	0.00	
2572	1	0	0	0.00	0.50	0.00	
2573	1	0	0	0.00	0.50	0.00	
2574	1	0	0	0.00	0.50	0.00	
2575	1	0	0	0.00	0.50	0.00	
2576	1	0	0	0.00	0.50	0.00	
2577	1	0	0	0.00	0.50	0.00	
2578	1	0	0	0.00	0.50	0.00	
2579	1	0	0	0.00	0.50	0.00	
2580	1	0	0	0.00	0.50	0.00	
2581	1	0	0	0.00	0.50	0.00	
2582	1	0	0	0.00	0.75	0.00	
2583	1	0	0	0.00	0.75	0.00	
